"","season","SPECID1","SPECID2","L1_norm","valid","Household"
"1181","2014-2015","MH7409","MH8692",9.6994747817394,FALSE,FALSE
"1182","2014-2015","MH7893","MH8692",19.8317801300451,FALSE,FALSE
"1183","2014-2015","HS1530","MH8692",77.3642724795246,FALSE,FALSE
"1184","2014-2015","HS1388","MH8692",77.742390636394,FALSE,FALSE
"1185","2014-2015","HS1342","MH8692",79.8214581288798,FALSE,FALSE
"1186","2014-2015","HS1543","MH8692",80.064060997023,FALSE,FALSE
"1187","2014-2015","HS1544","MH8692",77.988008400494,FALSE,FALSE
"1188","2014-2015","MH8439","MH8692",77.7480736212675,FALSE,FALSE
"1189","2014-2015","MH7455","MH8692",11.7707906170755,FALSE,FALSE
"1190","2014-2015","HS1408","MH8692",13.127836133395,FALSE,FALSE
"1191","2014-2015","MH7885","MH8692",11.6994747817394,FALSE,FALSE
"1192","2014-2015","HS1409","MH8692",11.8363127468858,FALSE,FALSE
"1193","2014-2015","MH7440","MH8692",16.752408427079,FALSE,FALSE
"1194","2014-2015","MH7390","MH8692",15.9631148804507,FALSE,FALSE
"1195","2014-2015","HS1256","MH8692",13.9238991411895,FALSE,FALSE
"1196","2014-2015","MH8386","MH8692",77.1453122285044,FALSE,FALSE
"1197","2014-2015","HS1507","MH8692",77.2301633027681,FALSE,FALSE
"1198","2014-2015","HS1328","MH8692",67.6994747817394,FALSE,FALSE
"1199","2014-2015","HS1327","MH8692",65.7794698485427,FALSE,FALSE
"1200","2014-2015","HS1313","MH8692",66.1614805469354,FALSE,FALSE
"1201","2014-2015","HS1250","MH8692",13.6178679495391,FALSE,FALSE
"1202","2014-2015","HS1294","MH8692",14.1625710168972,FALSE,FALSE
"1203","2014-2015","HS1253","MH8692",13.6994747817394,FALSE,FALSE
"1204","2014-2015","HS1532","MH8692",19.6994747817394,FALSE,FALSE
"1205","2014-2015","HS1455","MH8692",80.9287292173667,FALSE,FALSE
"1206","2014-2015","HS1385","MH8692",279.699474781739,FALSE,FALSE
"1207","2014-2015","HS1357","MH8692",77.6994747817394,FALSE,FALSE
"1208","2014-2015","HS1525","MH8692",64.9054209278694,FALSE,FALSE
"1209","2014-2015","HS1349","MH8692",278.176497326421,FALSE,FALSE
"1210","2014-2015","HS1465","MH8692",69.6994747817394,FALSE,FALSE
"1211","2014-2015","HS1463","MH8692",69.6994747817394,FALSE,FALSE
"1212","2014-2015","MH8041","MH8692",69.7437624101519,FALSE,FALSE
"1213","2014-2015","HS1460","MH8692",74.9054209278694,FALSE,FALSE
"1214","2014-2015","HS1427","MH8692",75.128793430583,FALSE,FALSE
"1215","2014-2015","HS1375","MH8692",36.4890032572722,FALSE,FALSE
"1216","2014-2015","HS1341","MH8692",36.158834414368,FALSE,FALSE
"1217","2014-2015","HS1517","MH8692",77.8370164912715,FALSE,FALSE
"1218","2014-2015","HS1537","MH8692",9.6994747817394,FALSE,FALSE
"1219","2014-2015","HS1509","MH8692",11.6994747817394,FALSE,FALSE
"1220","2014-2015","MH8183","MH8692",73.5001282837557,FALSE,FALSE
"1221","2014-2015","MH7800","MH8692",34.5600076300704,FALSE,FALSE
"1222","2014-2015","MH8129","MH8692",49.1251699372655,FALSE,FALSE
"1223","2014-2015","HS1392","MH8692",65.6994747817394,FALSE,FALSE
"1224","2014-2015","HS1402","MH8692",64.9054209278694,FALSE,FALSE
"1225","2014-2015","HS1401","MH8692",64.9741230684462,FALSE,FALSE
"1226","2014-2015","HS1351","MH8692",64.9578647436359,FALSE,FALSE
"1227","2014-2015","HS1487","MH8692",17.74686197723,FALSE,FALSE
"1228","2014-2015","MH8088","MH8692",12.6961504364973,FALSE,FALSE
"1229","2014-2015","MH8089","MH8692",11.2377642205807,FALSE,FALSE
"1230","2014-2015","HS1421","MH8692",10.1167211144634,FALSE,FALSE
"1231","2014-2015","HS1473","MH8692",64.7118211162274,FALSE,FALSE
"1232","2014-2015","HS1474","MH8692",35.9966392505204,FALSE,FALSE
"1233","2014-2015","HS1518","MH8692",84.3537206254454,FALSE,FALSE
"1234","2014-2015","HS1519","MH8692",83.7487112038572,FALSE,FALSE
"1235","2014-2015","HS1520","MH8692",83.8795707808309,FALSE,FALSE
"1236","2014-2015","HS1505","MH8692",70.3809039268434,FALSE,FALSE
"1237","2014-2015","MH8392","MH8692",69.6994747817394,FALSE,FALSE
"1238","2014-2015","HS1457","MH8692",69.9849118067834,FALSE,FALSE
"1239","2014-2015","MH8354","MH8692",69.9243175858698,FALSE,FALSE
"1240","2014-2015","HS1510","MH8692",72.8746729025679,FALSE,FALSE
"1241","2014-2015","HS1364","MH8692",27.7809323689729,FALSE,FALSE
"1242","2014-2015","HS1405","MH8692",79.6994747817394,FALSE,FALSE
"1243","2014-2015","HS1425","MH8692",71.8304102808465,FALSE,FALSE
"1244","2014-2015","HS1535","MH8692",22.190261108578,FALSE,FALSE
"1245","2014-2015","MH8393","MH8692",279.606414075123,FALSE,FALSE
"1246","2014-2015","MH8309","MH8692",21.6994747817394,FALSE,FALSE
"1247","2014-2015","HS1450","MH8692",19.655086152934,FALSE,FALSE
"1248","2014-2015","MH8137","MH8692",65.7456909648944,FALSE,FALSE
"1249","2014-2015","MH8447","MH8692",66.2719595063224,FALSE,FALSE
"1250","2014-2015","MH8052","MH8692",67.8185153950685,FALSE,FALSE
"1251","2014-2015","MH8396","MH8692",65.6994747817394,FALSE,FALSE
"1252","2014-2015","MH8090","MH8692",66.6951570750424,FALSE,FALSE
"1253","2014-2015","HS1445","MH8692",67.5746399072352,FALSE,FALSE
"1254","2014-2015","HS1387","MH8692",65.6994747817394,FALSE,FALSE
"1255","2014-2015","HS1367","MH8692",14.0329129644164,FALSE,FALSE
"1256","2014-2015","HS1390","MH8692",70.1789582683986,FALSE,FALSE
"1257","2014-2015","HS1391","MH8692",68.9054209278694,FALSE,FALSE
"1258","2014-2015","HS1394","MH8155",88.00512542811,FALSE,FALSE
"1259","2014-2015","MH7843","MH8155",88.0594093284361,FALSE,FALSE
"1260","2014-2015","HS1376","MH8155",32.1451534532348,FALSE,FALSE
"1261","2014-2015","MH8156","MH8155",386.779355920544,FALSE,FALSE
"1262","2014-2015","MH7505","MH8155",22.6603488554107,FALSE,FALSE
"1263","2014-2015","HS1255","MH8155",19.2957977557019,FALSE,FALSE
"1264","2014-2015","MH7796","MH8155",96.228858527887,FALSE,FALSE
"1265","2014-2015","MH8165","MH8155",88.3840346160943,FALSE,FALSE
"1266","2014-2015","MH7492","MH8155",39.830647835806,FALSE,FALSE
"1267","2014-2015","HS1340","MH8155",42.1763034799235,FALSE,FALSE
"1268","2014-2015","HS1413","MH8155",80.2030382620998,FALSE,FALSE
"1269","2014-2015","HS1448","MH8155",29.329396154826,FALSE,FALSE
"1270","2014-2015","HS1393","MH8155",78.00512542811,FALSE,FALSE
"1271","2014-2015","MH7890","MH8155",19.3439577570478,FALSE,FALSE
"1272","2014-2015","HS1345","MH8155",18.1114916585536,FALSE,FALSE
"1273","2014-2015","HS1369","MH8155",86.2698419507927,FALSE,FALSE
"1274","2014-2015","HS1336","MH8155",80.2124638650606,FALSE,FALSE
"1275","2014-2015","MH7612","MH8155",80.1061759727987,FALSE,FALSE
"1276","2014-2015","HS1377","MH8155",84.00512542811,FALSE,FALSE
"1277","2014-2015","MH7845","MH8155",85.9829942619779,FALSE,FALSE
"1278","2014-2015","MH7891","MH8155",20.2199635924179,FALSE,FALSE
"1279","2014-2015","MH8126","MH8155",21.2774013967202,FALSE,FALSE
"1280","2014-2015","MH7409","MH8155",18.00512542811,FALSE,FALSE
"1281","2014-2015","MH7893","MH8155",28.1374307764157,FALSE,FALSE
"1282","2014-2015","HS1388","MH8155",86.0480412827646,FALSE,FALSE
"1283","2014-2015","HS1342","MH8155",88.1271087752504,FALSE,FALSE
"1284","2014-2015","MH7455","MH8155",20.0764412634461,FALSE,FALSE
"1285","2014-2015","HS1408","MH8155",20.6296295782876,FALSE,FALSE
"1286","2014-2015","MH7885","MH8155",20.00512542811,FALSE,FALSE
"1287","2014-2015","HS1409","MH8155",20.1419633932564,FALSE,FALSE
"1288","2014-2015","MH7440","MH8155",25.0580590734496,FALSE,FALSE
"1289","2014-2015","MH7390","MH8155",24.2687655268213,FALSE,FALSE
"1290","2014-2015","HS1256","MH8155",22.2295497875601,FALSE,FALSE
"1291","2014-2015","HS1328","MH8155",80.00512542811,FALSE,FALSE
"1292","2014-2015","HS1327","MH8155",78.0851204949133,FALSE,FALSE
"1293","2014-2015","HS1313","MH8155",78.467131193306,FALSE,FALSE
"1294","2014-2015","HS1250","MH8155",21.9235185959097,FALSE,FALSE
"1295","2014-2015","HS1294","MH8155",22.4682216632678,FALSE,FALSE
"1296","2014-2015","HS1253","MH8155",22.00512542811,FALSE,FALSE
"1297","2014-2015","HS1455","MH8155",90.0284337176073,FALSE,FALSE
"1298","2014-2015","HS1385","MH8155",288.00512542811,FALSE,FALSE
"1299","2014-2015","HS1357","MH8155",86.00512542811,FALSE,FALSE
"1300","2014-2015","HS1349","MH8155",286.482147972792,FALSE,FALSE
"1301","2014-2015","HS1463","MH8155",78.00512542811,FALSE,FALSE
"1302","2014-2015","MH8041","MH8155",78.0494130565225,FALSE,FALSE
"1303","2014-2015","HS1460","MH8155",84.00512542811,FALSE,FALSE
"1304","2014-2015","HS1427","MH8155",84.2284979308236,FALSE,FALSE
"1305","2014-2015","HS1375","MH8155",44.7946539036428,FALSE,FALSE
"1306","2014-2015","HS1341","MH8155",44.4644850607386,FALSE,FALSE
"1307","2014-2015","MH8183","MH8155",81.8057789301263,FALSE,FALSE
"1308","2014-2015","MH7800","MH8155",42.865658276441,FALSE,FALSE
"1309","2014-2015","MH8129","MH8155",61.4308205836361,FALSE,FALSE
"1310","2014-2015","HS1392","MH8155",78.00512542811,FALSE,FALSE
"1311","2014-2015","HS1402","MH8155",70.00512542811,FALSE,FALSE
"1312","2014-2015","HS1401","MH8155",70.0738275686868,FALSE,FALSE
"1313","2014-2015","HS1351","MH8155",70.0575692438765,FALSE,FALSE
"1314","2014-2015","MH8088","MH8155",25.0018010828679,FALSE,FALSE
"1315","2014-2015","MH8089","MH8155",23.5434148669513,FALSE,FALSE
"1316","2014-2015","HS1421","MH8155",18.422371760834,FALSE,FALSE
"1317","2014-2015","HS1457","MH8155",82.290562453154,FALSE,FALSE
"1318","2014-2015","HS1364","MH8155",36.0865830153435,FALSE,FALSE
"1319","2014-2015","HS1405","MH8155",88.00512542811,FALSE,FALSE
"1320","2014-2015","HS1425","MH8155",80.1360609272171,FALSE,FALSE
"1321","2014-2015","HS1450","MH8155",27.9607367993046,FALSE,FALSE
"1322","2014-2015","MH8052","MH8155",80.1241660414391,FALSE,FALSE
"1323","2014-2015","MH8090","MH8155",79.000807721413,FALSE,FALSE
"1324","2014-2015","HS1387","MH8155",78.00512542811,FALSE,FALSE
"1325","2014-2015","HS1367","MH8155",22.338563610787,FALSE,FALSE
"1326","2014-2015","HS1390","MH8155",75.2786627686392,FALSE,FALSE
"1327","2014-2015","HS1391","MH8155",74.00512542811,FALSE,FALSE
"1328","2014-2015","MH7505","HS1376",22.7952514524255,FALSE,FALSE
"1329","2014-2015","HS1255","HS1376",19.4307003527167,FALSE,FALSE
"1330","2014-2015","MH7492","HS1376",43.9655504328208,FALSE,FALSE
"1331","2014-2015","HS1340","HS1376",46.3112060769383,FALSE,FALSE
"1332","2014-2015","HS1345","HS1376",22.2463942555684,FALSE,FALSE
"1333","2014-2015","HS1369","HS1376",90.4047445478075,FALSE,FALSE
"1334","2014-2015","HS1336","HS1376",84.3473664620754,FALSE,FALSE
"1335","2014-2015","MH7612","HS1376",84.2410785698135,FALSE,FALSE
"1336","2014-2015","MH7409","HS1376",18.1400280251248,FALSE,FALSE
"1337","2014-2015","HS1342","HS1376",92.2620113722652,FALSE,FALSE
"1338","2014-2015","MH7455","HS1376",24.2113438604609,FALSE,FALSE
"1339","2014-2015","MH7440","HS1376",29.1929616704644,FALSE,FALSE
"1340","2014-2015","MH7390","HS1376",28.4036681238361,FALSE,FALSE
"1341","2014-2015","HS1256","HS1376",26.3644523845749,FALSE,FALSE
"1342","2014-2015","HS1328","HS1376",84.1400280251248,FALSE,FALSE
"1343","2014-2015","HS1327","HS1376",82.2200230919281,FALSE,FALSE
"1344","2014-2015","HS1313","HS1376",82.6020337903208,FALSE,FALSE
"1345","2014-2015","HS1250","HS1376",26.0584211929245,FALSE,FALSE
"1346","2014-2015","HS1294","HS1376",26.6031242602826,FALSE,FALSE
"1347","2014-2015","HS1253","HS1376",26.1400280251248,FALSE,FALSE
"1348","2014-2015","HS1357","HS1376",90.1400280251248,FALSE,FALSE
"1349","2014-2015","HS1349","HS1376",290.617050569806,FALSE,FALSE
"1350","2014-2015","HS1341","HS1376",48.5993876577534,FALSE,FALSE
"1351","2014-2015","HS1351","HS1376",78.1924718408913,FALSE,FALSE
"1352","2014-2015","HS1364","HS1376",40.2214856123583,FALSE,FALSE
"1353","2014-2015","HS1387","HS1376",82.1400280251248,FALSE,FALSE
"1354","2014-2015","HS1367","HS1376",26.4734662078018,FALSE,FALSE
"1355","2014-2015","HS1563","HS1604",98.3106685046097,FALSE,FALSE
"1356","2014-2015","HS1562","HS1604",97.932017480539,FALSE,FALSE
"1357","2014-2015","HS1564","HS1604",98.0311331921558,FALSE,FALSE
"1358","2014-2015","HS1394","HS1604",93.932017480539,FALSE,FALSE
"1359","2014-2015","MH7843","HS1604",93.9863013808651,FALSE,FALSE
"1360","2014-2015","MH8692","HS1604",81.6314922622784,FALSE,FALSE
"1361","2014-2015","MH8155","HS1604",89.937142908649,FALSE,FALSE
"1362","2014-2015","HS1376","HS1604",94.0720455056638,FALSE,FALSE
"1363","2014-2015","HS1484","HS1604",97.932017480539,FALSE,FALSE
"1364","2014-2015","MH8156","HS1604",390.787466247085,FALSE,FALSE
"1365","2014-2015","HS1567","HS1604",89.932017480539,FALSE,FALSE
"1366","2014-2015","MH8700","HS1604",89.9815105799561,FALSE,FALSE
"1367","2014-2015","MH7505","HS1604",84.5872409078397,FALSE,FALSE
"1368","2014-2015","HS1255","HS1604",81.2226898081309,FALSE,FALSE
"1369","2014-2015","MH7796","HS1604",110.155750580316,FALSE,FALSE
"1370","2014-2015","MH8165","HS1604",102.310926668523,FALSE,FALSE
"1371","2014-2015","MH7492","HS1604",81.757539888235,FALSE,FALSE
"1372","2014-2015","HS1340","HS1604",84.1031955323525,FALSE,FALSE
"1373","2014-2015","HS1413","HS1604",94.1299303145288,FALSE,FALSE
"1374","2014-2015","HS1448","HS1604",93.932017480539,FALSE,FALSE
"1375","2014-2015","MH8766","HS1604",368.103181710456,FALSE,FALSE
"1376","2014-2015","HS1393","HS1604",91.932017480539,FALSE,FALSE
"1377","2014-2015","MH8586","HS1604",97.596483266853,FALSE,FALSE
"1378","2014-2015","MH7890","HS1604",81.2708498094768,FALSE,FALSE
"1379","2014-2015","HS1345","HS1604",80.0383837109826,FALSE,FALSE
"1380","2014-2015","HS1369","HS1604",100.196734003222,FALSE,FALSE
"1381","2014-2015","HS1336","HS1604",94.1393559174896,FALSE,FALSE
"1382","2014-2015","MH7612","HS1604",94.0330680252277,FALSE,FALSE
"1383","2014-2015","HS1377","HS1604",97.932017480539,FALSE,FALSE
"1384","2014-2015","MH8589","HS1604",104.194826588311,FALSE,FALSE
"1385","2014-2015","MH7845","HS1604",95.9098863144069,FALSE,FALSE
"1386","2014-2015","MH7891","HS1604",82.1468556448469,FALSE,FALSE
"1387","2014-2015","MH8126","HS1604",83.2042934491492,FALSE,FALSE
"1388","2014-2015","MH7409","HS1604",79.932017480539,FALSE,FALSE
"1389","2014-2015","MH7893","HS1604",90.0643228288447,FALSE,FALSE
"1390","2014-2015","MH8592","HS1604",95.0948858691783,FALSE,FALSE
"1391","2014-2015","HS1530","HS1604",99.6711894112721,FALSE,FALSE
"1392","2014-2015","HS1388","HS1604",91.9749333351936,FALSE,FALSE
"1393","2014-2015","HS1342","HS1604",94.0540008276794,FALSE,FALSE
"1394","2014-2015","HS1543","HS1604",94.2966036958226,FALSE,FALSE
"1395","2014-2015","HS1544","HS1604",92.2205510992936,FALSE,FALSE
"1396","2014-2015","MH8439","HS1604",91.9806163200671,FALSE,FALSE
"1397","2014-2015","MH7455","HS1604",82.0033333158751,FALSE,FALSE
"1398","2014-2015","HS1408","HS1604",83.3603788321946,FALSE,FALSE
"1399","2014-2015","MH7885","HS1604",81.932017480539,FALSE,FALSE
"1400","2014-2015","HS1409","HS1604",82.0688554456854,FALSE,FALSE
"1401","2014-2015","MH7440","HS1604",86.9849511258786,FALSE,FALSE
"1402","2014-2015","MH7390","HS1604",86.1956575792503,FALSE,FALSE
"1403","2014-2015","HS1256","HS1604",84.1564418399891,FALSE,FALSE
"1404","2014-2015","MH8386","HS1604",100.171908781174,FALSE,FALSE
"1405","2014-2015","HS1507","HS1604",100.256759855438,FALSE,FALSE
"1406","2014-2015","HS1328","HS1604",93.932017480539,FALSE,FALSE
"1407","2014-2015","HS1327","HS1604",92.0120125473423,FALSE,FALSE
"1408","2014-2015","HS1313","HS1604",92.394023245735,FALSE,FALSE
"1409","2014-2015","HS1250","HS1604",83.8504106483387,FALSE,FALSE
"1410","2014-2015","HS1294","HS1604",84.3951137156968,FALSE,FALSE
"1411","2014-2015","HS1253","HS1604",83.932017480539,FALSE,FALSE
"1412","2014-2015","HS1532","HS1604",89.932017480539,FALSE,FALSE
"1413","2014-2015","HS1455","HS1604",99.9553257700363,FALSE,FALSE
"1414","2014-2015","HS1385","HS1604",297.932017480539,FALSE,FALSE
"1415","2014-2015","HS1357","HS1604",91.932017480539,FALSE,FALSE
"1416","2014-2015","HS1596","HS1604",99.9861745072478,FALSE,FALSE
"1417","2014-2015","HS1525","HS1604",83.932017480539,FALSE,FALSE
"1418","2014-2015","HS1349","HS1604",296.409040025221,FALSE,FALSE
"1419","2014-2015","HS1465","HS1604",87.932017480539,FALSE,FALSE
"1420","2014-2015","HS1463","HS1604",87.932017480539,FALSE,FALSE
"1421","2014-2015","MH8041","HS1604",87.9763051089515,FALSE,FALSE
"1422","2014-2015","HS1460","HS1604",93.932017480539,FALSE,FALSE
"1423","2014-2015","HS1427","HS1604",94.1553899832526,FALSE,FALSE
"1424","2014-2015","HS1375","HS1604",86.7215459560718,FALSE,FALSE
"1425","2014-2015","HS1341","HS1604",86.3913771131676,FALSE,FALSE
"1426","2014-2015","HS1517","HS1604",96.0695591900711,FALSE,FALSE
"1427","2014-2015","HS1537","HS1604",79.932017480539,FALSE,FALSE
"1428","2014-2015","HS1509","HS1604",81.932017480539,FALSE,FALSE
"1429","2014-2015","MH8183","HS1604",87.7326709825553,FALSE,FALSE
"1430","2014-2015","MH7800","HS1604",84.79255032887,FALSE,FALSE
"1431","2014-2015","MH8714","HS1604",99.932017480539,FALSE,FALSE
"1432","2014-2015","MH8129","HS1604",99.3577126360651,FALSE,FALSE
"1433","2014-2015","HS1392","HS1604",91.932017480539,FALSE,FALSE
"1434","2014-2015","HS1402","HS1604",83.932017480539,FALSE,FALSE
"1435","2014-2015","HS1401","HS1604",84.0007196211158,FALSE,FALSE
"1436","2014-2015","HS1351","HS1604",83.9844612963055,FALSE,FALSE
"1437","2014-2015","MH8924","HS1604",88.2691106496344,FALSE,FALSE
"1438","2014-2015","HS1595","HS1604",88.3898262959018,FALSE,FALSE
"1439","2014-2015","HS1487","HS1604",87.9794046760296,FALSE,FALSE
"1440","2014-2015","MH8088","HS1604",86.9286931352969,FALSE,FALSE
"1441","2014-2015","MH8089","HS1604",85.4703069193803,FALSE,FALSE
"1442","2014-2015","HS1421","HS1604",80.349263813263,FALSE,FALSE
"1443","2014-2015","HS1473","HS1604",90.944363815027,FALSE,FALSE
"1444","2014-2015","HS1474","HS1604",86.22918194932,FALSE,FALSE
"1445","2014-2015","HS1518","HS1604",110.586263324245,FALSE,FALSE
"1446","2014-2015","HS1519","HS1604",109.981253902657,FALSE,FALSE
"1447","2014-2015","HS1520","HS1604",110.11211347963,FALSE,FALSE
"1448","2014-2015","HS1505","HS1604",96.613446625643,FALSE,FALSE
"1449","2014-2015","MH8392","HS1604",95.932017480539,FALSE,FALSE
"1450","2014-2015","HS1457","HS1604",96.217454505583,FALSE,FALSE
"1451","2014-2015","MH8354","HS1604",96.1568602846694,FALSE,FALSE
"1452","2014-2015","HS1510","HS1604",99.1072156013675,FALSE,FALSE
"1453","2014-2015","HS1364","HS1604",78.0134750677725,FALSE,FALSE
"1454","2014-2015","HS1405","HS1604",93.932017480539,FALSE,FALSE
"1455","2014-2015","HS1425","HS1604",86.0629529796461,FALSE,FALSE
"1456","2014-2015","HS1536","HS1604",90.0979934484843,FALSE,FALSE
"1457","2014-2015","HS1535","HS1604",88.4228038073776,FALSE,FALSE
"1458","2014-2015","MH8393","HS1604",297.838956773922,FALSE,FALSE
"1459","2014-2015","MH8309","HS1604",91.932017480539,FALSE,FALSE
"1460","2014-2015","HS1450","HS1604",89.8876288517336,FALSE,FALSE
"1461","2014-2015","MH8137","HS1604",95.123356137734,FALSE,FALSE
"1462","2014-2015","MH8447","HS1604",100.504502205122,FALSE,FALSE
"1463","2014-2015","MH8052","HS1604",94.0510580938681,FALSE,FALSE
"1464","2014-2015","MH8396","HS1604",91.932017480539,FALSE,FALSE
"1465","2014-2015","HS1573","HS1604",98.3924075258061,FALSE,FALSE
"1466","2014-2015","MH8090","HS1604",92.927699773842,FALSE,FALSE
"1467","2014-2015","HS1445","HS1604",93.8071826060348,FALSE,FALSE
"1468","2014-2015","HS1387","HS1604",91.932017480539,FALSE,FALSE
"1469","2014-2015","HS1367","HS1604",84.265455663216,FALSE,FALSE
"1470","2014-2015","HS1390","HS1604",89.2055548210682,FALSE,FALSE
"1471","2014-2015","HS1391","HS1604",87.932017480539,FALSE,FALSE
"1472","2014-2015","HS1394","HS1484",92,FALSE,FALSE
"1473","2014-2015","MH7843","HS1484",92.0542839003261,FALSE,FALSE
"1474","2014-2015","MH8155","HS1484",84.00512542811,FALSE,FALSE
"1475","2014-2015","HS1376","HS1484",92.1400280251248,FALSE,FALSE
"1476","2014-2015","MH8156","HS1484",390.774230492434,FALSE,FALSE
"1477","2014-2015","MH7505","HS1484",82.6552234273007,FALSE,FALSE
"1478","2014-2015","HS1255","HS1484",79.2906723275919,FALSE,FALSE
"1479","2014-2015","MH7796","HS1484",104.223733099777,FALSE,FALSE
"1480","2014-2015","MH8165","HS1484",96.3789091879843,FALSE,FALSE
"1481","2014-2015","MH7492","HS1484",79.825522407696,FALSE,FALSE
"1482","2014-2015","HS1340","HS1484",82.1711780518135,FALSE,FALSE
"1483","2014-2015","HS1413","HS1484",88.1979128339898,FALSE,FALSE
"1484","2014-2015","HS1448","HS1484",92,FALSE,FALSE
"1485","2014-2015","HS1393","HS1484",86,FALSE,FALSE
"1486","2014-2015","MH7890","HS1484",79.3388323289378,FALSE,FALSE
"1487","2014-2015","HS1345","HS1484",78.1063662304436,FALSE,FALSE
"1488","2014-2015","HS1369","HS1484",94.2647165226827,FALSE,FALSE
"1489","2014-2015","HS1336","HS1484",88.2073384369506,FALSE,FALSE
"1490","2014-2015","MH7612","HS1484",88.1010505446887,FALSE,FALSE
"1491","2014-2015","HS1377","HS1484",28,FALSE,FALSE
"1492","2014-2015","MH7845","HS1484",89.9778688338679,FALSE,FALSE
"1493","2014-2015","MH7891","HS1484",80.2148381643079,FALSE,FALSE
"1494","2014-2015","MH8126","HS1484",81.2722759686102,FALSE,FALSE
"1495","2014-2015","MH7409","HS1484",78,FALSE,FALSE
"1496","2014-2015","MH7893","HS1484",88.1323053483057,FALSE,FALSE
"1497","2014-2015","HS1388","HS1484",90.0429158546546,FALSE,FALSE
"1498","2014-2015","HS1342","HS1484",92.1219833471404,FALSE,FALSE
"1499","2014-2015","MH7455","HS1484",80.0713158353361,FALSE,FALSE
"1500","2014-2015","HS1408","HS1484",81.4283613516556,FALSE,FALSE
"1501","2014-2015","MH7885","HS1484",80,FALSE,FALSE
"1502","2014-2015","HS1409","HS1484",80.1368379651464,FALSE,FALSE
"1503","2014-2015","MH7440","HS1484",85.0529336453396,FALSE,FALSE
"1504","2014-2015","MH7390","HS1484",84.2636400987113,FALSE,FALSE
"1505","2014-2015","HS1256","HS1484",82.2244243594501,FALSE,FALSE
"1506","2014-2015","HS1328","HS1484",88,FALSE,FALSE
"1507","2014-2015","HS1327","HS1484",86.0799950668033,FALSE,FALSE
"1508","2014-2015","HS1313","HS1484",86.462005765196,FALSE,FALSE
"1509","2014-2015","HS1250","HS1484",81.9183931677997,FALSE,FALSE
"1510","2014-2015","HS1294","HS1484",82.4630962351578,FALSE,FALSE
"1511","2014-2015","HS1253","HS1484",82,FALSE,FALSE
"1512","2014-2015","HS1455","HS1484",62.0233082894973,FALSE,FALSE
"1513","2014-2015","HS1385","HS1484",292,FALSE,FALSE
"1514","2014-2015","HS1357","HS1484",90,FALSE,FALSE
"1515","2014-2015","HS1349","HS1484",290.477022544682,FALSE,FALSE
"1516","2014-2015","HS1465","HS1484",82,FALSE,FALSE
"1517","2014-2015","HS1463","HS1484",82,FALSE,FALSE
"1518","2014-2015","MH8041","HS1484",82.0442876284125,FALSE,FALSE
"1519","2014-2015","HS1460","HS1484",56,FALSE,FALSE
"1520","2014-2015","HS1427","HS1484",56.2233725027136,FALSE,FALSE
"1521","2014-2015","HS1375","HS1484",84.7895284755328,FALSE,FALSE
"1522","2014-2015","HS1341","HS1484",84.4593596326286,FALSE,FALSE
"1523","2014-2015","MH8183","HS1484",85.8006535020163,FALSE,FALSE
"1524","2014-2015","MH7800","HS1484",82.860532848331,FALSE,FALSE
"1525","2014-2015","MH8129","HS1484",97.4256951555261,FALSE,FALSE
"1526","2014-2015","HS1392","HS1484",86,FALSE,FALSE
"1527","2014-2015","HS1402","HS1484",30,FALSE,FALSE
"1528","2014-2015","HS1401","HS1484",30.0687021405768,FALSE,FALSE
"1529","2014-2015","HS1351","HS1484",30.0524438157665,FALSE,FALSE
"1530","2014-2015","HS1487","HS1484",86.0473871954906,FALSE,FALSE
"1531","2014-2015","MH8088","HS1484",84.9966756547579,FALSE,FALSE
"1532","2014-2015","MH8089","HS1484",83.5382894388413,FALSE,FALSE
"1533","2014-2015","HS1421","HS1484",78.417246332724,FALSE,FALSE
"1534","2014-2015","HS1473","HS1484",85.012346334488,FALSE,FALSE
"1535","2014-2015","HS1474","HS1484",84.297164468781,FALSE,FALSE
"1536","2014-2015","MH8392","HS1484",90,FALSE,FALSE
"1537","2014-2015","HS1457","HS1484",90.285437025044,FALSE,FALSE
"1538","2014-2015","HS1364","HS1484",76.0814575872335,FALSE,FALSE
"1539","2014-2015","HS1405","HS1484",92,FALSE,FALSE
"1540","2014-2015","HS1425","HS1484",84.1309354991071,FALSE,FALSE
"1541","2014-2015","MH8309","HS1484",90,FALSE,FALSE
"1542","2014-2015","HS1450","HS1484",87.9556113711946,FALSE,FALSE
"1543","2014-2015","MH8137","HS1484",90.802820503495,FALSE,FALSE
"1544","2014-2015","MH8052","HS1484",88.1190406133291,FALSE,FALSE
"1545","2014-2015","MH8090","HS1484",86.995682293303,FALSE,FALSE
"1546","2014-2015","HS1445","HS1484",87.8751651254958,FALSE,FALSE
"1547","2014-2015","HS1387","HS1484",86,FALSE,FALSE
"1548","2014-2015","HS1367","HS1484",82.333438182677,FALSE,FALSE
"1549","2014-2015","HS1390","HS1484",35.2735373405292,FALSE,FALSE
"1550","2014-2015","HS1391","HS1484",34,FALSE,FALSE
"1551","2014-2015","HS1394","MH8156",392.774230492434,FALSE,FALSE
"1552","2014-2015","MH7843","MH8156",392.82851439276,FALSE,FALSE
"1553","2014-2015","HS1376","MH8156",390.914258517559,FALSE,FALSE
